abyssal_blade | [s] None => 4511 | [h] None => 4ce61c10e0 | 2023-11-16 13:28:40 (UTC+3)
wraith_pact CN | [s] None => 4767 | [h] None => 6a7b0e4490 | 2023-11-16 13:31:17 (UTC+3)
yasha CN | [s] None => 2608 | [h] None => 241fdb6227 | 2023-11-16 13:31:17 (UTC+3)
yasha_and_kaya CN | [s] None => 3094 | [h] None => 3b244922e4 | 2023-11-16 13:31:17 (UTC+3)
eternal_shroud | [h] 918fc63ac0 => cf54712fb1 | 2023-11-21 03:32:27 (UTC+3)
hand_of_midas | [h] 934ccb6388 => 852709df3a | 2023-11-21 03:32:27 (UTC+3)
heart | [h] 7d5bb79911 => 39440a33f8 | 2023-11-21 03:32:27 (UTC+3)
helm_of_the_overlord | [h] 937205c4aa => b66c5c26ac | 2023-11-21 03:32:27 (UTC+3)
pavise | [h] 571026e796 => 6602532df6 | 2023-11-21 03:32:27 (UTC+3)
recipe_heart | [h] 306bf83b77 => 018c7969c1 | 2023-11-21 03:32:27 (UTC+3)
vladmir | [h] 08d426b9cb => 9024a330fc | 2023-11-21 03:32:27 (UTC+3)
pavise CN | [h] 5638c8cbc1 => 213901b5d6 | 2023-11-21 03:33:13 (UTC+3)
eternal_shroud CN | [h] 2b4cfcd8c9 => 8dc69614da | 2023-11-21 03:37:37 (UTC+3)
hand_of_midas CN | [h] e2867a8311 => 0211421472 | 2023-11-21 03:37:37 (UTC+3)
helm_of_the_overlord CN | [h] 1d6cd6bd9e => 83d5d44197 | 2023-11-21 03:37:37 (UTC+3)
recipe_heart CN | [h] be316fc549 => 9e51f322b5 | 2023-11-21 03:37:37 (UTC+3)
vladmir CN | [h] ed3e0faa48 => 159417834b | 2023-11-21 03:37:37 (UTC+3)
heart CN | [h] 5300fb587e => 24181bfee0 | 2023-11-21 03:44:02 (UTC+3)
lance_of_pursuit CN | [s] 3440 => 3434 | [h] bf52644279 => 47e0063d3e | 2023-11-29 08:29:22 (UTC+3)
spy_gadget CN | [h] 89ddb8e125 => f6d1d771ae | 2023-11-29 08:29:22 (UTC+3)
vambrace CN | [s] 3252 => 3267 | [h] d212d6a443 => 0b8c1e0214 | 2023-11-29 08:29:22 (UTC+3)
ring_of_tarrasque CN | [h] 9ce1a951ba => 201796f198 | 2023-12-07 01:06:05 (UTC+3)
aetherial_halo | [s] None => 5313 | [h] None => 5fc0bd893d | 2023-12-15 02:46:51 (UTC+3)
aghanims_shard_roshan | [s] 2106 => 2110 | [h] 396d026696 => abf82d199d | 2023-12-15 02:46:51 (UTC+3)
ancient_guardian | [s] None => 2394 | [h] None => d87667f185 | 2023-12-15 02:46:51 (UTC+3)
angels_demise | [s] None => 3769 | [h] None => d593d6c318 | 2023-12-15 02:46:51 (UTC+3)
arcane_boots | [s] 2694 => 3092 | [h] a41adddd58 => e06791461f | 2023-12-15 02:46:51 (UTC+3)
avianas_feather | [s] None => 2375 | [h] None => 62560f6764 | 2023-12-15 02:46:51 (UTC+3)
bloodstone | [s] 3112 => 3254 | [h] fd31b04cde => 61ea649ee1 | 2023-12-15 02:46:51 (UTC+3)
bloodthorn | [s] 3859 => 3995 | [h] b6e58f958e => d67fd80950 | 2023-12-15 02:46:51 (UTC+3)
butterfly | [s] 2596 => 2603 | [h] b1c4376b0d => 0388cd8267 | 2023-12-15 02:46:51 (UTC+3)
caster_rapier | [s] None => 2782 | [h] None => 7f26390cc9 | 2023-12-15 02:46:51 (UTC+3)
craggy_coat | [s] 2372 => 2677 | [h] 6a7cdee575 => 63d7df2447 | 2023-12-15 02:46:51 (UTC+3)
devastator | [s] None => 3493 | [h] None => 599b3b8ebd | 2023-12-15 02:46:51 (UTC+3)
disperser | [s] 4871 => 4447 | [h] f93e3267f8 => ef2c07d6d7 | 2023-12-15 02:46:51 (UTC+3)
doubloon | [s] None => 2409 | [h] None => 386fa72e6b | 2023-12-15 02:46:51 (UTC+3)
echo_sabre | [s] 3227 => 2799 | [h] 4794b50e2f => 116628c413 | 2023-12-15 02:46:51 (UTC+3)
eternal_shroud | [s] 2598 => 3428 | [h] cf54712fb1 => 2cbfeae711 | 2023-12-15 02:46:51 (UTC+3)
ethereal_blade | [s] 4576 => 4517 | [h] 75c47b6bb0 => d717125330 | 2023-12-15 02:46:51 (UTC+3)
ex_machina | [s] 2143 => 2152 | [h] 421a683ea3 => e4c595f2ec | 2023-12-15 02:46:51 (UTC+3)
fallen_sky | [s] 4589 => 4598 | [h] 07ee57fcb4 => f954d72ee6 | 2023-12-15 02:46:51 (UTC+3)
guardian_greaves | [s] 4560 => 4926 | [h] 810d3471eb => 8fe20698e6 | 2023-12-15 02:46:51 (UTC+3)
gungir | [s] 4181 => 4329 | [h] f8f1d2e3ea => aa808a9b88 | 2023-12-15 02:46:51 (UTC+3)
harpoon | [s] 4581 => 4433 | [h] ca9257c7f6 => d72040e2b8 | 2023-12-15 02:46:51 (UTC+3)
heart | [s] 2364 => 2221 | [h] 39440a33f8 => a882249d4f | 2023-12-15 02:46:51 (UTC+3)
helm_of_the_overlord | [s] 5401 => 4403 | [h] b66c5c26ac => 2396d53d12 | 2023-12-15 02:46:51 (UTC+3)
holy_locket | [s] 3923 => 3522 | [h] 17e145c8a0 => cdd14b8b89 | 2023-12-15 02:46:51 (UTC+3)
javelin | [s] 2357 => 2356 | [h] e6014c1c1e => f7076a3948 | 2023-12-15 02:46:51 (UTC+3)
lesser_crit | [h] 0ec2384991 => 3d65625c92 | 2023-12-15 02:46:51 (UTC+3)
light_collector | [s] None => 3295 | [h] None => 31baf90005 | 2023-12-15 02:46:51 (UTC+3)
maelstrom | [s] 3364 => 3512 | [h] 3f74d0a4ce => a65add525a | 2023-12-15 02:46:51 (UTC+3)
mage_slayer | [s] 3083 => 3102 | [h] 640cff99bb => 15ea56ca33 | 2023-12-15 02:46:51 (UTC+3)
mask_of_madness | [s] 3506 => 3358 | [h] d3c82f636f => 7d0be6ce85 | 2023-12-15 02:46:51 (UTC+3)
meteor_hammer | [s] 4740 => 5205 | [h] a9e68ce4bc => 39992ebc8f | 2023-12-15 02:46:51 (UTC+3)
mjollnir | [h] 87d5b87188 => 3e6c3d6037 | 2023-12-15 02:46:51 (UTC+3)
nemesis_curse | [s] None => 2712 | [h] None => 967e012c7e | 2023-12-15 02:46:51 (UTC+3)
oblivion_staff | [s] 2561 => 2419 | [h] 32e0fcf221 => 4fcbd425ac | 2023-12-15 02:46:51 (UTC+3)
octarine_core | [h] 127e4bdb31 => 90ca9af3e0 | 2023-12-15 02:46:51 (UTC+3)
orb_of_corrosion | [s] 2999 => 3225 | [h] 4c48a15827 => 74f994f29c | 2023-12-15 02:46:51 (UTC+3)
orchid | [h] 403f93a28d => c4c4fa5aaf | 2023-12-15 02:46:51 (UTC+3)
panic_button | [s] 2411 => 2403 | [h] 9188d055a1 => 908a8fefda | 2023-12-15 02:46:51 (UTC+3)
pavise | [s] 2728 => 2716 | [h] 6602532df6 => 7a78969e51 | 2023-12-15 02:46:51 (UTC+3)
penta_edged_sword | [s] 2998 => 3007 | [h] dc17689103 => dd0c8e2207 | 2023-12-15 02:46:51 (UTC+3)
phylactery | [s] 3021 => 2870 | [h] 1c9959bc55 => 7bfab63675 | 2023-12-15 02:46:51 (UTC+3)
pipe | [s] 4088 => 4089 | [h] 11b5a86b26 => 5fb8092d6a | 2023-12-15 02:46:51 (UTC+3)
pogo_stick | [s] 2628 => 2637 | [h] 3dd5f0de5c => 48472de1fd | 2023-12-15 02:46:51 (UTC+3)
quickening_charm | [s] 2279 => 2288 | [h] e1c1435aff => 66aa4e4554 | 2023-12-15 02:46:51 (UTC+3)
rapier | [s] 2494 => 2641 | [h] 0c193776e9 => 7b54d5657f | 2023-12-15 02:46:51 (UTC+3)
rattlecage | [s] None => 3382 | [h] None => f15a846e7b | 2023-12-15 02:46:51 (UTC+3)
recipe_aetherial_halo | [s] None => 1870 | [h] None => 8d589b7fe8 | 2023-12-15 02:46:51 (UTC+3)
recipe_angels_demise | [s] None => 1848 | [h] None => 5cf02cbe74 | 2023-12-15 02:46:51 (UTC+3)
recipe_arcane_boots | [s] 1844 => 1846 | [h] 04607159c0 => 82a6c601a4 | 2023-12-15 02:46:51 (UTC+3)
recipe_bloodthorn | [h] f7b984fdb8 => 05ca98d28e | 2023-12-15 02:46:51 (UTC+3)
recipe_caster_rapier | [s] None => 1846 | [h] None => b3c176d9f3 | 2023-12-15 02:46:51 (UTC+3)
recipe_devastator | [s] None => 1857 | [h] None => 3c6fba939e | 2023-12-15 02:46:51 (UTC+3)
recipe_disperser | [s] 1861 => 1860 | [h] 7719637035 => dfaa5d22c6 | 2023-12-15 02:46:51 (UTC+3)
recipe_eternal_shroud | [h] 3bbf662227 => 0e9d095428 | 2023-12-15 02:46:51 (UTC+3)
recipe_ethereal_blade | [h] af80387eac => 855d857e7b | 2023-12-15 02:46:51 (UTC+3)
recipe_greater_crit | [s] 1862 => 1861 | [h] d9bfe521f3 => 3ff15f59ac | 2023-12-15 02:46:51 (UTC+3)
recipe_gungir | [h] 68022ae49f => 1c58a4f982 | 2023-12-15 02:46:51 (UTC+3)
recipe_heart | [s] 1865 => 1864 | [h] 018c7969c1 => d987bd3ae8 | 2023-12-15 02:46:51 (UTC+3)
recipe_helm_of_the_overlord | [s] 1882 => 1881 | [h] 91700d6501 => ff07e04fb9 | 2023-12-15 02:46:51 (UTC+3)
recipe_holy_locket | [h] 6c7b1ae99d => 990c057d29 | 2023-12-15 02:46:51 (UTC+3)
recipe_lesser_crit | [h] 3e743fccd0 => 67a0baab06 | 2023-12-15 02:46:51 (UTC+3)
recipe_manta | [s] 1857 => 1858 | [h] dc37d36536 => 273cdb17fd | 2023-12-15 02:46:51 (UTC+3)
recipe_meteor_hammer | [h] dcb0ad4e2a => 16332cd259 | 2023-12-15 02:46:51 (UTC+3)
recipe_mjollnir | [h] e960eeecef => 099d5536a4 | 2023-12-15 02:46:51 (UTC+3)
recipe_monkey_king_bar | [h] db9f350c64 => a60ce4b0df | 2023-12-15 02:46:51 (UTC+3)
recipe_octarine_core | [s] 1867 => 1865 | [h] 8d1486fd3b => ad4b5b2879 | 2023-12-15 02:46:51 (UTC+3)
recipe_orb_of_corrosion | [s] 1873 => 1871 | [h] 5fedad329a => 02937cbfc5 | 2023-12-15 02:46:51 (UTC+3)
recipe_orchid | [h] dcdf1cfb0f => e60d8def94 | 2023-12-15 02:46:51 (UTC+3)
recipe_pavise | [h] 0328f3580d => 4a785ca4c5 | 2023-12-15 02:46:51 (UTC+3)
recipe_phylactery | [s] 1843 => 1845 | [h] 20e390d6c9 => 21a525ec5a | 2023-12-15 02:46:51 (UTC+3)
recipe_pipe | [s] 1860 => 1859 | [h] 6b042303fc => cdd2d3bdb4 | 2023-12-15 02:46:51 (UTC+3)
recipe_refresher | [s] 1864 => 1863 | [h] 4d1eebbaca => b3d5906926 | 2023-12-15 02:46:51 (UTC+3)
recipe_sheepstick | [s] 1841 => 1843 | [h] da45fa1388 => ed96e14cbe | 2023-12-15 02:46:51 (UTC+3)
recipe_shivas_guard | [s] 1866 => 1867 | [h] 53d616347b => 2cf9f26f26 | 2023-12-15 02:46:51 (UTC+3)
recipe_silver_edge | [h] 87a2ef628b => 759f6c10a9 | 2023-12-15 02:46:51 (UTC+3)
recipe_skadi | [s] 1837 => 1840 | [h] b74ceeec67 => 3f37cc8917 | 2023-12-15 02:46:51 (UTC+3)
recipe_solar_crest | [h] 81698044ef => 5da196d3a1 | 2023-12-15 02:46:51 (UTC+3)
recipe_sphere | [s] 1863 => 1862 | [h] 44c7bc7995 => dbfa637fe4 | 2023-12-15 02:46:51 (UTC+3)
recipe_veil_of_discord | [h] 96a4f20215 => 19fa39067e | 2023-12-15 02:46:51 (UTC+3)
refresher | [h] cdf5f2cec7 => 1f52ab3f79 | 2023-12-15 02:46:51 (UTC+3)
revenants_brooch | [s] 4542 => 2503 | [h] 0d4722f255 => aafc7fcdaf | 2023-12-15 02:46:51 (UTC+3)
ring_of_aquila | [s] 3164 => 3173 | [h] 776be90d67 => b929dbda2b | 2023-12-15 02:46:51 (UTC+3)
ring_of_tarrasque | [s] 2267 => 2126 | [h] 15fa5d8797 => bd2acf9d9e | 2023-12-15 02:46:51 (UTC+3)
roshans_banner | [s] None => 2996 | [h] None => 272c576911 | 2023-12-15 02:46:51 (UTC+3)
royal_jelly | [s] 2531 => 3287 | [h] 483ac3b7b4 => 01711cc6fb | 2023-12-15 02:46:51 (UTC+3)
safety_bubble | [s] None => 2390 | [h] None => b77cebf4d5 | 2023-12-15 02:46:51 (UTC+3)
samurai_tabi | [h] c4a5689739 => 139ae56bb0 | 2023-12-15 02:46:51 (UTC+3)
sheepstick | [s] 3339 => 3058 | [h] 7baff278b5 => 4ec181be13 | 2023-12-15 02:46:51 (UTC+3)
shivas_guard | [s] 4124 => 4908 | [h] c773a7bc16 => f6fa01c4f7 | 2023-12-15 02:46:51 (UTC+3)
silver_edge | [s] 4335 => 3883 | [h] 37f51d939c => 2f14b177e6 | 2023-12-15 02:46:51 (UTC+3)
skadi | [s] 3578 => 3550 | [h] 55083c0aeb => 309f2f1db4 | 2023-12-15 02:46:51 (UTC+3)
solar_crest | [s] 3501 => 3632 | [h] 1b71966673 => 9679677a63 | 2023-12-15 02:46:51 (UTC+3)
spell_prism | [s] 2459 => 2468 | [h] e0cc7a2895 => 1596fc72f4 | 2023-12-15 02:46:51 (UTC+3)
sphere | [s] 3217 => 3075 | [h] 98a3d2c858 => dff848c709 | 2023-12-15 02:46:51 (UTC+3)
tiara_of_selemene | [s] None => 2018 | [h] None => 6c974677ae | 2023-12-15 02:46:51 (UTC+3)
titan_sliver | [s] 2463 => 2472 | [h] 8946f467fd => 9bbe99ae55 | 2023-12-15 02:46:51 (UTC+3)
ultimate_orb | [h] 842f168ad9 => 792723fc4d | 2023-12-15 02:46:51 (UTC+3)
unwavering_condition | [s] None => 2261 | [h] None => 77d9ad39c4 | 2023-12-15 02:46:51 (UTC+3)
veil_of_discord | [s] 3260 => 2933 | [h] 45a2a799da => 4b8cf57dfa | 2023-12-15 02:46:51 (UTC+3)
whisper_of_the_dread | [s] None => 2433 | [h] None => 2bf6197e24 | 2023-12-15 02:46:51 (UTC+3)
witch_blade | [s] 3148 => 3299 | [h] 49b37553f1 => b62cfcfef1 | 2023-12-15 02:46:51 (UTC+3)
aetherial_halo CN | [s] None => 5813 | [h] None => 5bfbd577ae | 2023-12-15 02:47:19 (UTC+3)
angels_demise CN | [s] None => 4019 | [h] None => 5aeeaa011b | 2023-12-15 02:47:19 (UTC+3)
bloodthorn CN | [s] 4213 => 4355 | [h] e5fb2f5a8f => 55eefe903b | 2023-12-15 02:47:19 (UTC+3)
caster_rapier CN | [s] None => 3114 | [h] None => 481513f0d5 | 2023-12-15 02:47:19 (UTC+3)
echo_sabre CN | [s] 3451 => 3023 | [h] 5db19251dd => 510e67b0a9 | 2023-12-15 02:47:19 (UTC+3)
holy_locket CN | [s] 4517 => 4036 | [h] afea92ac93 => edfe6c9107 | 2023-12-15 02:47:19 (UTC+3)
javelin CN | [s] 2510 => 2509 | [h] c13a1965c4 => c5a2849fa8 | 2023-12-15 02:47:19 (UTC+3)
oblivion_staff CN | [s] 2683 => 2541 | [h] ce36efdfa8 => 0c4bbd003e | 2023-12-15 02:47:19 (UTC+3)
orchid CN | [h] a9cf8976dd => 3cda79751d | 2023-12-15 02:47:19 (UTC+3)
phylactery CN | [s] 3180 => 3013 | [h] cfa91dd86d => 4939413dea | 2023-12-15 02:47:19 (UTC+3)
pipe CN | [s] 4491 => 4492 | [h] 98d39470f0 => c29648615e | 2023-12-15 02:47:19 (UTC+3)
recipe_aetherial_halo CN | [s] None => 1925 | [h] None => c686ae3c80 | 2023-12-15 02:47:19 (UTC+3)
recipe_angels_demise CN | [s] None => 1878 | [h] None => 3d45d041eb | 2023-12-15 02:47:19 (UTC+3)
recipe_bloodthorn CN | [h] f5c65bfe67 => f561dc2599 | 2023-12-15 02:47:19 (UTC+3)
recipe_caster_rapier CN | [s] None => 1876 | [h] None => fe951ae59f | 2023-12-15 02:47:19 (UTC+3)
recipe_holy_locket CN | [h] 23b8e712e2 => 5eedfb23ae | 2023-12-15 02:47:19 (UTC+3)
recipe_orchid CN | [h] c2866cdd5c => fb787586fa | 2023-12-15 02:47:19 (UTC+3)
recipe_phylactery CN | [s] 1873 => 1875 | [h] 2cb490abbc => 8347ff4cb3 | 2023-12-15 02:47:19 (UTC+3)
recipe_pipe CN | [s] 1916 => 1915 | [h] 93745d85b2 => bf52c66795 | 2023-12-15 02:47:19 (UTC+3)
recipe_sheepstick CN | [s] 1871 => 1873 | [h] 377e245002 => 6e0eb7cc19 | 2023-12-15 02:47:19 (UTC+3)
ring_of_tarrasque CN | [s] 2454 => 2313 | [h] 201796f198 => 5ba90b5dae | 2023-12-15 02:47:19 (UTC+3)
sheepstick CN | [s] 3724 => 3443 | [h] ba85fb0c51 => c820ec6549 | 2023-12-15 02:47:19 (UTC+3)
tiara_of_selemene CN | [s] None => 2079 | [h] None => cd66398db1 | 2023-12-15 02:47:19 (UTC+3)
ultimate_orb CN | [h] 6f3891bc58 => e203682733 | 2023-12-15 02:47:19 (UTC+3)
witch_blade CN | [s] 3444 => 3595 | [h] 0e2fafb2d0 => ca6b2072a6 | 2023-12-15 02:47:19 (UTC+3)
abyssal_blade CN | [s] 5276 => 4924 | [h] 1260cb20c7 => 7bec2bafdf | 2023-12-15 02:47:20 (UTC+3)
aghanims_shard_roshan CN | [s] 2384 => 2390 | [h] 27f5eab48c => 306e75940b | 2023-12-15 02:47:20 (UTC+3)
ancient_guardian CN | [s] None => 2505 | [h] None => a2982b4797 | 2023-12-15 02:47:20 (UTC+3)
arcane_boots CN | [s] 2949 => 3431 | [h] b955e8b1b2 => b3eec313ac | 2023-12-15 02:47:20 (UTC+3)
avianas_feather CN | [s] None => 2497 | [h] None => 2542af7e7a | 2023-12-15 02:47:20 (UTC+3)
bloodstone CN | [s] 3481 => 3623 | [h] f6d3d51d60 => 52b7fa04f6 | 2023-12-15 02:47:20 (UTC+3)
butterfly CN | [s] 2766 => 2773 | [h] ec8769f0e0 => 660f1afe11 | 2023-12-15 02:47:20 (UTC+3)
craggy_coat CN | [s] 2471 => 2795 | [h] 9a9589bfbd => 0855859b54 | 2023-12-15 02:47:20 (UTC+3)
devastator CN | [s] None => 3760 | [h] None => f19f991685 | 2023-12-15 02:47:20 (UTC+3)
disperser CN | [s] 5463 => 5039 | [h] 3ea5799a3c => bf5a7748a3 | 2023-12-15 02:47:20 (UTC+3)
doubloon CN | [s] None => 2579 | [h] None => c47a0223fe | 2023-12-15 02:47:20 (UTC+3)
eternal_shroud CN | [s] 2766 => 3761 | [h] 8dc69614da => d7680d82ed | 2023-12-15 02:47:20 (UTC+3)
ethereal_blade CN | [s] 5191 => 5108 | [h] 180facbe78 => 00e8682177 | 2023-12-15 02:47:20 (UTC+3)
ex_machina CN | [s] 2327 => 2336 | [h] 2f8f9116e7 => 0930a16ddc | 2023-12-15 02:47:20 (UTC+3)
fallen_sky CN | [s] 4916 => 4925 | [h] 6871b492e8 => 90bf44de3b | 2023-12-15 02:47:20 (UTC+3)
guardian_greaves CN | [s] 5229 => 5607 | [h] 77475dbaf7 => 367ba3ec91 | 2023-12-15 02:47:20 (UTC+3)
gungir CN | [s] 4587 => 4735 | [h] d1e2fbe849 => 1d4a68e81f | 2023-12-15 02:47:20 (UTC+3)
harpoon CN | [s] 4917 => 4769 | [h] 8e6e65ece9 => 818ce7072c | 2023-12-15 02:47:20 (UTC+3)
heart CN | [s] 2535 => 2392 | [h] 24181bfee0 => 0c46ed1d63 | 2023-12-15 02:47:20 (UTC+3)
helm_of_the_overlord CN | [s] 6096 => 4979 | [h] 83d5d44197 => 14575b22ce | 2023-12-15 02:47:20 (UTC+3)
lesser_crit CN | [h] e8cc874525 => d7c741b69b | 2023-12-15 02:47:20 (UTC+3)
light_collector CN | [s] None => 3524 | [h] None => 0f0d1ab013 | 2023-12-15 02:47:20 (UTC+3)
maelstrom CN | [s] 3611 => 3759 | [h] 8fe733e369 => bdf18ab043 | 2023-12-15 02:47:20 (UTC+3)
mage_slayer CN | [s] 3338 => 3386 | [h] 93ede4cd49 => 4c0d2250fb | 2023-12-15 02:47:20 (UTC+3)
mask_of_madness CN | [s] 3871 => 3723 | [h] 550577d1f5 => b3d6abc540 | 2023-12-15 02:47:20 (UTC+3)
meteor_hammer CN | [s] 5150 => 5639 | [h] a7a27d4bcd => 64b85c5de0 | 2023-12-15 02:47:20 (UTC+3)
mjollnir CN | [h] cd1ea44ed1 => d78ef9695a | 2023-12-15 02:47:20 (UTC+3)
nemesis_curse CN | [s] None => 2990 | [h] None => 603f985f8d | 2023-12-15 02:47:20 (UTC+3)
octarine_core CN | [h] 7ab4467f71 => 8afca6a7cc | 2023-12-15 02:47:20 (UTC+3)
orb_of_corrosion CN | [s] 3302 => 3527 | [h] 3d2f8c85a1 => 9dc73ff34a | 2023-12-15 02:47:20 (UTC+3)
panic_button CN | [s] 2529 => 2521 | [h] 9a728e2c3d => d49d430df4 | 2023-12-15 02:47:20 (UTC+3)
pavise CN | [s] 2876 => 2864 | [h] 213901b5d6 => 26727e79f6 | 2023-12-15 02:47:20 (UTC+3)
penta_edged_sword CN | [s] 3217 => 3226 | [h] 2f68223269 => 837357ba4b | 2023-12-15 02:47:20 (UTC+3)
pogo_stick CN | [s] 2872 => 2881 | [h] 3c37325cb7 => 5654f5ef83 | 2023-12-15 02:47:20 (UTC+3)
quickening_charm CN | [s] 2411 => 2420 | [h] 691374df20 => 5f8950cf76 | 2023-12-15 02:47:20 (UTC+3)
rapier CN | [s] 2833 => 2980 | [h] 286e241f39 => a6811c2ef4 | 2023-12-15 02:47:20 (UTC+3)
rattlecage CN | [s] None => 3635 | [h] None => 127d917c01 | 2023-12-15 02:47:20 (UTC+3)
recipe_arcane_boots CN | [s] 1874 => 1876 | [h] d5334e57f2 => c1697d92d8 | 2023-12-15 02:47:20 (UTC+3)
recipe_devastator CN | [s] None => 1909 | [h] None => bf0d0889a4 | 2023-12-15 02:47:20 (UTC+3)
recipe_disperser CN | [s] 1917 => 1916 | [h] ee2bba5aae => ddc7dc27e0 | 2023-12-15 02:47:20 (UTC+3)
recipe_eternal_shroud CN | [h] 14bf37c148 => b47826a28c | 2023-12-15 02:47:20 (UTC+3)
recipe_ethereal_blade CN | [h] cdc0ae2fa8 => 48e44b3a63 | 2023-12-15 02:47:20 (UTC+3)
recipe_greater_crit CN | [s] 1937 => 1936 | [h] 1671dcf39f => 191d7fa1b3 | 2023-12-15 02:47:20 (UTC+3)
recipe_gungir CN | [h] 1fa598c43c => 3f56803fae | 2023-12-15 02:47:20 (UTC+3)
recipe_heart CN | [s] 1918 => 1917 | [h] 9e51f322b5 => 1c8ed9d0cf | 2023-12-15 02:47:20 (UTC+3)
recipe_helm_of_the_overlord CN | [s] 1933 => 1932 | [h] 1760cd8f47 => 59e36dba95 | 2023-12-15 02:47:20 (UTC+3)
recipe_lesser_crit CN | [h] 2bbe46aaae => 6c18172fa1 | 2023-12-15 02:47:20 (UTC+3)
recipe_manta CN | [s] 1911 => 1912 | [h] 419b2b8f1d => a2be3b2cb4 | 2023-12-15 02:47:20 (UTC+3)
recipe_meteor_hammer CN | [h] 4934048900 => f5fa708ca3 | 2023-12-15 02:47:20 (UTC+3)
recipe_mjollnir CN | [h] 66985d0ffb => f798dd0cb6 | 2023-12-15 02:47:20 (UTC+3)
recipe_monkey_king_bar CN | [h] 70c20648eb => 5e1a189645 | 2023-12-15 02:47:20 (UTC+3)
recipe_octarine_core CN | [s] 1919 => 1917 | [h] f85bcea542 => be0eb410c6 | 2023-12-15 02:47:20 (UTC+3)
recipe_orb_of_corrosion CN | [s] 1928 => 1926 | [h] 31c9cfd51c => 8ed444a4e7 | 2023-12-15 02:47:20 (UTC+3)
recipe_pavise CN | [h] e939b44b59 => 4dfcab1340 | 2023-12-15 02:47:20 (UTC+3)
recipe_refresher CN | [s] 1916 => 1915 | [h] fb3fb127cb => fbf1aaaa4e | 2023-12-15 02:47:20 (UTC+3)
recipe_shivas_guard CN | [s] 1930 => 1931 | [h] f175a111d3 => 81faafdb5d | 2023-12-15 02:47:20 (UTC+3)
recipe_silver_edge CN | [h] 3dfb9cce73 => 70632ef0a2 | 2023-12-15 02:47:20 (UTC+3)
recipe_skadi CN | [s] 1867 => 1870 | [h] 951fb0cd87 => f359ac093f | 2023-12-15 02:47:20 (UTC+3)
recipe_solar_crest CN | [h] 8b4f1b2369 => 02be7176e9 | 2023-12-15 02:47:20 (UTC+3)
recipe_sphere CN | [s] 1919 => 1918 | [h] 3221332536 => 2b51adac51 | 2023-12-15 02:47:20 (UTC+3)
recipe_veil_of_discord CN | [h] a631a29bce => 4795915b0a | 2023-12-15 02:47:20 (UTC+3)
refresher CN | [h] 019b3a10e5 => eb1a8afb59 | 2023-12-15 02:47:20 (UTC+3)
revenants_brooch CN | [s] 5056 => 2714 | [h] f8191dba91 => d732ef97ac | 2023-12-15 02:47:20 (UTC+3)
ring_of_aquila CN | [s] 3467 => 3476 | [h] 313292df83 => f4b0885cbf | 2023-12-15 02:47:20 (UTC+3)
roshans_banner CN | [s] None => 3262 | [h] None => 87913eb64f | 2023-12-15 02:47:20 (UTC+3)
royal_jelly CN | [s] 2925 => 3543 | [h] be35ae95cb => 16aff0c182 | 2023-12-15 02:47:20 (UTC+3)
safety_bubble CN | [s] None => 2547 | [h] None => b3f9dcc285 | 2023-12-15 02:47:20 (UTC+3)
shivas_guard CN | [s] 4565 => 5400 | [h] 22556dfa56 => 0b331b7270 | 2023-12-15 02:47:20 (UTC+3)
silver_edge CN | [s] 4749 => 4235 | [h] f5558c6ccb => 81124dda72 | 2023-12-15 02:47:20 (UTC+3)
skadi CN | [s] 4018 => 3640 | [h] 9daf08281b => 535a209609 | 2023-12-15 02:47:20 (UTC+3)
solar_crest CN | [s] 3853 => 3966 | [h] 2c78f6591a => 7c5c759b60 | 2023-12-15 02:47:20 (UTC+3)
spell_prism CN | [s] 2642 => 2651 | [h] e2383a3474 => f9e038e05f | 2023-12-15 02:47:20 (UTC+3)
sphere CN | [s] 3470 => 3328 | [h] a42d45077c => 605af38306 | 2023-12-15 02:47:20 (UTC+3)
titan_sliver CN | [s] 2716 => 2725 | [h] 43747e5ded => aef9d63490 | 2023-12-15 02:47:20 (UTC+3)
unwavering_condition CN | [s] None => 2386 | [h] None => 36eaa75cfd | 2023-12-15 02:47:20 (UTC+3)
veil_of_discord CN | [s] 3595 => 3123 | [h] 4bad41a2fd => e18903eb3f | 2023-12-15 02:47:20 (UTC+3)
whisper_of_the_dread CN | [s] None => 2518 | [h] None => 3206f14753 | 2023-12-15 02:47:20 (UTC+3)
samurai_tabi CN | [h] 146bcef547 => 0d2aecef9b | 2023-12-15 02:53:43 (UTC+3)
ancient_guardian | [s] 2394 => 2400 | [h] d87667f185 => c0e6659e55 | 2023-12-15 04:36:20 (UTC+3)
doubloon | [s] 2409 => 2417 | [h] 386fa72e6b => 08ec725787 | 2023-12-15 04:36:20 (UTC+3)
rattlecage | [s] 3382 => 3389 | [h] f15a846e7b => e5d0fcda78 | 2023-12-15 04:36:20 (UTC+3)
revenants_brooch | [s] 2503 => 2502 | [h] aafc7fcdaf => ac9558d164 | 2023-12-15 04:36:20 (UTC+3)
roshans_banner | [s] 2996 => 3024 | [h] 272c576911 => 1ca7472e3e | 2023-12-15 04:36:20 (UTC+3)
abyssal_blade CN | [s] 4924 => 5276 | [h] 7bec2bafdf => 1260cb20c7 | 2023-12-15 04:38:39 (UTC+3)
