1016788877_Relics of Glorious Inspiration Loading Screen | [s] None => 1749 | [h] None => 7760bbe9ff | 2024-03-21 18:05:56 (UTC+3)
145576532_Brutal Crescent of the Conquering Tyrant | [s] 3474 => 3771 | [h] 0f2c578ccd => cbb370abdf | 2024-12-19 18:02:29 (UTC+3)
145576534_Braided Tail of the Conquering Tyrant | [s] None => 3456 | [h] None => 61e3ca1b5f | 2024-03-21 18:05:54 (UTC+3)
145576534_Braided Tail of the Conquering Tyrant | [s] 3456 => 3753 | [h] 61e3ca1b5f => eccfa431e2 | 2024-12-19 18:02:29 (UTC+3)
145576535_Spiked Pauldrons of the Conquering Tyrant | [s] None => 3527 | [h] None => 3b86db6c75 | 2024-03-21 18:05:54 (UTC+3)
145576535_Spiked Pauldrons of the Conquering Tyrant | [s] 3527 => 3824 | [h] 3b86db6c75 => f8087ee582 | 2024-12-19 18:02:29 (UTC+3)
145576536_Barding of the Conquering Tyrant | [s] None => 3525 | [h] None => 2d7847e8f6 | 2024-03-21 18:05:54 (UTC+3)
145576536_Barding of the Conquering Tyrant | [s] 3525 => 3822 | [h] 2d7847e8f6 => 8853c9a8da | 2024-12-19 18:02:29 (UTC+3)
145576537_Penumbral Warblade | [s] None => 3082 | [h] None => 777bfc47b1 | 2024-03-21 18:05:54 (UTC+3)
145576537_Penumbral Warblade | [s] 3082 => 3325 | [h] 777bfc47b1 => 0fdad16c6f | 2024-12-19 18:02:29 (UTC+3)
145576538_Penumbral Shawl | [s] None => 3164 | [h] None => cc33e0b6bd | 2024-03-21 18:05:54 (UTC+3)
145576538_Penumbral Shawl | [s] 3164 => 3407 | [h] cc33e0b6bd => 3096316669 | 2024-12-19 18:02:29 (UTC+3)
145576539_Penumbral Hood | [s] None => 3125 | [h] None => e75a46b250 | 2024-03-21 18:05:54 (UTC+3)
145576539_Penumbral Hood | [s] 3125 => 3368 | [h] e75a46b250 => ff8248fe61 | 2024-12-19 18:02:29 (UTC+3)
145576540_Penumbral Crest | [s] None => 3131 | [h] None => c3b1eefe5a | 2024-03-21 18:05:54 (UTC+3)
145576540_Penumbral Crest | [s] 3131 => 3374 | [h] c3b1eefe5a => 15d2ecaa50 | 2024-12-19 18:02:29 (UTC+3)
145576541_Penumbral Cloak | [s] None => 3118 | [h] None => 9b85899449 | 2024-03-21 18:05:54 (UTC+3)
145576541_Penumbral Cloak | [s] 3118 => 3361 | [h] 9b85899449 => f214eccfe5 | 2024-12-19 18:02:29 (UTC+3)
145576542_Pauldrons of the Battle Caster | [s] None => 2941 | [h] None => b3241ddd7d | 2024-03-21 18:05:54 (UTC+3)
145576542_Pauldrons of the Battle Caster | [s] 2941 => 3157 | [h] b3241ddd7d => 8cf82fd3f0 | 2024-12-19 18:02:29 (UTC+3)
145576543_Vambraces of the Battle Caster | [s] None => 2902 | [h] None => 69c61fe7c8 | 2024-03-21 18:05:54 (UTC+3)
145576543_Vambraces of the Battle Caster | [s] 2902 => 3118 | [h] 69c61fe7c8 => 8d9c3af9b0 | 2024-12-19 18:02:29 (UTC+3)
145576544_Plates of the Battle Caster | [s] None => 2894 | [h] None => 3eec16c48b | 2024-03-21 18:05:54 (UTC+3)
145576544_Plates of the Battle Caster | [s] 2894 => 3110 | [h] 3eec16c48b => 31a4ca816d | 2024-12-19 18:02:29 (UTC+3)
145576545_Cut of the Battle Caster | [s] None => 2865 | [h] None => ff3207b274 | 2024-03-21 18:05:54 (UTC+3)
145576545_Cut of the Battle Caster | [s] 2865 => 3081 | [h] ff3207b274 => fbffbd817b | 2024-12-19 18:02:29 (UTC+3)
145576546_Stinger of the Ancient Sovereign | [s] None => 3181 | [h] None => 65c465fd1d | 2024-03-21 18:05:54 (UTC+3)
145576546_Stinger of the Ancient Sovereign | [s] 3181 => 3424 | [h] 65c465fd1d => a5f3f2e52e | 2024-12-19 18:02:29 (UTC+3)
145576547_Sandworn Visage of the Ancient Sovereign | [s] None => 3247 | [h] None => 2ecb9eba61 | 2024-03-21 18:05:54 (UTC+3)
145576547_Sandworn Visage of the Ancient Sovereign | [s] 3247 => 3490 | [h] 2ecb9eba61 => fa3292dc8c | 2024-12-19 18:02:29 (UTC+3)
145576548_Claw of the Ancient Sovereign | [s] None => 3191 | [h] None => 15d0a07710 | 2024-03-21 18:05:54 (UTC+3)
145576548_Claw of the Ancient Sovereign | [s] 3191 => 3434 | [h] 15d0a07710 => 4dbd15746f | 2024-12-19 18:02:29 (UTC+3)
145576549_Crawlers of the Ancient Sovereign | [s] None => 3163 | [h] None => b5dabd5860 | 2024-03-21 18:05:54 (UTC+3)
145576549_Crawlers of the Ancient Sovereign | [s] 3163 => 3406 | [h] b5dabd5860 => a91edb0400 | 2024-12-19 18:02:29 (UTC+3)
145576550_Vestigial Wings of the Ancient Sovereign | [s] None => 3235 | [h] None => 2067b6caee | 2024-03-21 18:05:54 (UTC+3)
145576550_Vestigial Wings of the Ancient Sovereign | [s] 3235 => 3478 | [h] 2067b6caee => 3b7b8c181b | 2024-12-19 18:02:29 (UTC+3)
145576553_Young Alchemist's Protection | [s] None => 3098 | [h] None => fdaad2ad3a | 2024-03-21 18:05:54 (UTC+3)
145576553_Young Alchemist's Protection | [s] 3098 => 3341 | [h] fdaad2ad3a => c72844ded2 | 2024-12-19 18:02:29 (UTC+3)
145576556_Young Alchemist's Knot | [s] None => 2984 | [h] None => 9de079e57b | 2024-03-21 18:05:54 (UTC+3)
145576556_Young Alchemist's Knot | [s] 2984 => 3227 | [h] 9de079e57b => e6fbd5c675 | 2024-12-19 18:02:29 (UTC+3)
145576557_Ogre's Caustic Steel Bracers | [s] None => 3049 | [h] None => bd37c6384d | 2024-03-21 18:05:54 (UTC+3)
145576557_Ogre's Caustic Steel Bracers | [s] 3049 => 3292 | [h] bd37c6384d => 78f4f176ad | 2024-12-19 18:02:29 (UTC+3)
145576558_Ogre's Caustic Steel Blinders | [s] None => 3016 | [h] None => 4cdb61a1da | 2024-03-21 18:05:54 (UTC+3)
145576558_Ogre's Caustic Steel Blinders | [s] 3016 => 3259 | [h] 4cdb61a1da => bebc0f6394 | 2024-12-19 18:02:29 (UTC+3)
145576564_Ogre's Caustic Steel Choppers | [s] None => 3034 | [h] None => f929a68312 | 2024-03-21 18:05:54 (UTC+3)
145576564_Ogre's Caustic Steel Choppers | [s] 3034 => 3277 | [h] f929a68312 => 5d436b2840 | 2024-12-19 18:02:29 (UTC+3)
145576566_Bracers of the Moon Rider | [s] None => 3327 | [h] None => 8191ba05c0 | 2024-03-21 18:05:54 (UTC+3)
145576566_Bracers of the Moon Rider | [s] 3327 => 3624 | [h] 8191ba05c0 => 20b237ec79 | 2024-12-19 18:02:29 (UTC+3)
145576567_Bow of the Moon Rider | [s] None => 3271 | [h] None => 798692c8be | 2024-03-21 18:05:54 (UTC+3)
145576567_Bow of the Moon Rider | [s] 3271 => 3568 | [h] 798692c8be => 57a0011409 | 2024-12-19 18:02:29 (UTC+3)
145576568_Fluted Guard of the Moon Rider | [s] None => 3329 | [h] None => a45079aa17 | 2024-03-21 18:05:54 (UTC+3)
145576568_Fluted Guard of the Moon Rider | [s] 3329 => 3626 | [h] a45079aa17 => d0d17af94f | 2024-12-19 18:02:29 (UTC+3)
145576569_Lion Drape of the Moon Rider | [s] None => 3297 | [h] None => bbaa42268f | 2024-03-21 18:05:54 (UTC+3)
145576569_Lion Drape of the Moon Rider | [s] 3297 => 3594 | [h] bbaa42268f => e719b0938d | 2024-12-19 18:02:29 (UTC+3)
145576570_Andalmere the Litigon | [s] None => 3334 | [h] None => 937bc88a9d | 2024-03-21 18:05:54 (UTC+3)
145576570_Andalmere the Litigon | [s] 3334 => 3631 | [h] 937bc88a9d => 8575020abc | 2024-12-19 18:02:29 (UTC+3)
145576571_Tail of the Moon Rider | [s] None => 3263 | [h] None => 6d88c83aed | 2024-03-21 18:05:54 (UTC+3)
145576571_Tail of the Moon Rider | [s] 3263 => 3560 | [h] 6d88c83aed => f992ae224c | 2024-12-19 18:02:29 (UTC+3)
145576572_Lion Quiver of the Moon Rider | [s] None => 3316 | [h] None => c328826ab0 | 2024-03-21 18:05:54 (UTC+3)
145576572_Lion Quiver of the Moon Rider | [s] 3316 => 3613 | [h] c328826ab0 => a69c194feb | 2024-12-19 18:02:29 (UTC+3)
145576573_Staff of Wind and Sand | [s] None => 2942 | [h] None => 54477c7774 | 2024-03-21 18:05:54 (UTC+3)
145576573_Staff of Wind and Sand | [s] 2942 => 3158 | [h] 54477c7774 => f5d6e6af31 | 2024-12-19 18:02:29 (UTC+3)
145576574_The 22 Keys of Anzar-Anzuli'i | [s] None => 2918 | [h] None => 9c79fb9bb4 | 2024-03-21 18:05:54 (UTC+3)
145576574_The 22 Keys of Anzar-Anzuli'i | [s] 2918 => 3134 | [h] 9c79fb9bb4 => 7d6cc05f04 | 2024-12-19 18:02:29 (UTC+3)
145576575_Bridle of the Fundamental | [s] None => 2276 | [h] None => 7290eee3f7 | 2024-03-21 18:05:54 (UTC+3)
145576575_Bridle of the Fundamental | [s] 2276 => 2411 | [h] 7290eee3f7 => 4c86842c26 | 2024-12-19 18:02:29 (UTC+3)
145576576_Tinek the Unmastered Expired | [s] None => 2342 | [h] None => 36a3d143a0 | 2024-03-21 18:05:54 (UTC+3)
145576576_Tinek the Unmastered Expired | [s] 2342 => 2477 | [h] 36a3d143a0 => d990ae5781 | 2024-12-19 18:02:29 (UTC+3)
145576577_Jewel of Futures Foretold | [s] None => 2897 | [h] None => 2306fbabd6 | 2024-03-21 18:05:54 (UTC+3)
145576577_Jewel of Futures Foretold | [s] 2897 => 3113 | [h] 2306fbabd6 => 8fe9f1d70c | 2024-12-19 18:02:29 (UTC+3)
145576578_The Conquering Tyrant Set | [s] None => 1973 | [h] None => 870f675249 | 2024-03-21 18:05:57 (UTC+3)
145576578_The Conquering Tyrant Set | [s] 1973 => 2027 | [h] 870f675249 => f05e2a473f | 2024-12-19 18:02:32 (UTC+3)
145576579_Penumbral Vesture Set | [s] None => 1919 | [h] None => 03313b6b91 | 2024-03-21 18:05:57 (UTC+3)
145576579_Penumbral Vesture Set | [s] 1919 => 1973 | [h] 03313b6b91 => 516f224635 | 2024-12-19 18:02:32 (UTC+3)
145576580_The Battle Caster Set | [s] None => 1867 | [h] None => 53011b13d5 | 2024-03-21 18:05:57 (UTC+3)
145576580_The Battle Caster Set | [s] 1867 => 1921 | [h] 53011b13d5 => 53608157b4 | 2024-12-19 18:02:32 (UTC+3)
145576581_The Ancient Sovereign Set | [s] None => 1910 | [h] None => bf3be2479b | 2024-03-21 18:05:57 (UTC+3)
145576581_The Ancient Sovereign Set | [s] 1910 => 1964 | [h] bf3be2479b => e74e1049e8 | 2024-12-19 18:02:32 (UTC+3)
145576582_Caustic Steel Set | [s] None => 1863 | [h] None => 5aa602bbda | 2024-03-21 18:05:57 (UTC+3)
145576582_Caustic Steel Set | [s] 1863 => 1917 | [h] 5aa602bbda => 7ca3f7888d | 2024-12-19 18:02:32 (UTC+3)
145576583_The Moon Rider Set | [s] None => 1867 | [h] None => 63cf8b40da | 2024-03-21 18:05:57 (UTC+3)
145576583_The Moon Rider Set | [s] 1867 => 1921 | [h] 63cf8b40da => 400b3be61a | 2024-12-19 18:02:32 (UTC+3)
145576584_Attributes of the Foretold Set | [s] None => 2055 | [h] None => b5c0a98667 | 2024-03-21 18:05:57 (UTC+3)
145576584_Attributes of the Foretold Set | [s] 2055 => 2109 | [h] b5c0a98667 => b6037ab7a9 | 2024-12-19 18:02:32 (UTC+3)
1473261475_Djinn Slayer | [s] None => 1840 | [h] None => f480c33efb | 2024-03-21 18:05:57 (UTC+3)
1473261475_Djinn Slayer | [s] 1840 => 1894 | [h] f480c33efb => afc70c9fda | 2024-12-19 18:02:32 (UTC+3)
1473261476_Dusklight Marauder | [s] None => 1713 | [h] None => ab1bf0bdb0 | 2024-03-21 18:05:58 (UTC+3)
1473261476_Dusklight Marauder | [s] 1713 => 1740 | [h] ab1bf0bdb0 => a9dee5f1ba | 2024-12-19 18:02:32 (UTC+3)
1473261477_Basim Courier Bundle | [s] None => 1711 | [h] None => f739c578ae | 2024-03-21 18:05:58 (UTC+3)
1473261477_Basim Courier Bundle | [s] 1711 => 1738 | [h] f739c578ae => 129efd019c | 2024-12-19 18:02:32 (UTC+3)
1473261478_Duskie Courier Bundle | [s] None => 1578 | [h] None => 45e573359b | 2024-03-21 18:05:58 (UTC+3)
1473261479_Warhawk Vestiments | [s] None => 1854 | [h] None => bda4f5270f | 2024-03-21 18:05:58 (UTC+3)
1473261479_Warhawk Vestiments | [s] 1854 => 1908 | [h] bda4f5270f => 3e87178a08 | 2024-12-19 18:02:32 (UTC+3)
1473261480_Bedrock Serenity | [s] None => 1821 | [h] None => 6b15f4e6d0 | 2024-03-21 18:05:58 (UTC+3)
1473261480_Bedrock Serenity | [s] 1821 => 1875 | [h] 6b15f4e6d0 => cb448f4759 | 2024-12-19 18:02:32 (UTC+3)
1473261481_Scavenger of the Basilisk | [s] None => 1905 | [h] None => a5a3e8345a | 2024-03-21 18:05:58 (UTC+3)
1473261482_Moonshard Overgrowth | [s] None => 1904 | [h] None => 88dd2ffb27 | 2024-03-21 18:05:58 (UTC+3)
1473261482_Moonshard Overgrowth | [s] 1904 => 1958 | [h] 88dd2ffb27 => 5a1bc2b87b | 2024-12-19 18:02:32 (UTC+3)
1476397230_Treasure of the Southern Sojourn | [s] None => 3261 | [h] None => 6899e014e0 | 2024-03-21 18:05:56 (UTC+3)
1476397230_Treasure of the Southern Sojourn | [s] 3261 => 3612 | [h] 6899e014e0 => b94066a8c9 | 2024-12-19 18:02:31 (UTC+3)
147888890_Arctic Hunter's Ice Axe | [s] None => 3179 | [h] None => 036f04cebf | 2024-03-21 18:05:54 (UTC+3)
147888890_Arctic Hunter's Ice Axe | [s] 3179 => 3449 | [h] 036f04cebf => a20fd385c1 | 2025-01-19 11:40:14 (UTC+3)
147888891_Arctic Hunter's Parka | [s] None => 3217 | [h] None => 938b2ca6cd | 2024-03-21 18:05:54 (UTC+3)
147888891_Arctic Hunter's Parka | [s] 3217 => 3487 | [h] 938b2ca6cd => f61adaaaf9 | 2024-12-19 18:02:28 (UTC+3)
147888892_Arctic Hunter's Tusks | [s] None => 3217 | [h] None => bac2169cc5 | 2024-03-21 18:05:54 (UTC+3)
147888892_Arctic Hunter's Tusks | [s] 3217 => 3487 | [h] bac2169cc5 => c9edf3af2e | 2024-12-19 18:02:29 (UTC+3)
147888893_Arctic Hunter's Hood | [s] None => 3176 | [h] None => db39f2675f | 2024-03-21 18:05:54 (UTC+3)
147888893_Arctic Hunter's Hood | [s] 3176 => 3446 | [h] db39f2675f => 7d712b32aa | 2024-12-19 18:02:29 (UTC+3)
147888894_Arctic Hunter's Snack | [s] None => 3136 | [h] None => fb4eb98065 | 2024-03-21 18:05:54 (UTC+3)
147888894_Arctic Hunter's Snack | [s] 3136 => 3406 | [h] fb4eb98065 => 664212906d | 2024-12-19 18:02:29 (UTC+3)
147888895_Arctic Hunter's Glove | [s] None => 3175 | [h] None => 7da7d6b7df | 2024-03-21 18:05:54 (UTC+3)
147888899_Arctic Hunter Set | [s] None => 1830 | [h] None => 99bfe62f33 | 2024-03-21 18:05:57 (UTC+3)
147888899_Arctic Hunter Set | [s] 1830 => 1884 | [h] 99bfe62f33 => 612c6a3188 | 2024-12-19 18:02:32 (UTC+3)
1484340336_Charge of the Wrathrunner Loading Screen | [s] None => 1740 | [h] None => d553a22b53 | 2024-03-21 18:05:57 (UTC+3)
1484340338_Shield of the Wrathrunner | [s] None => 2904 | [h] None => 0fabaea438 | 2024-03-21 18:05:56 (UTC+3)
1484340338_Shield of the Wrathrunner | [s] 2904 => 3120 | [h] 0fabaea438 => 94bb6de6e3 | 2024-12-19 18:02:31 (UTC+3)
1484340339_Mace of the Wrathrunner | [s] None => 2910 | [h] None => a936a43a51 | 2024-03-21 18:05:56 (UTC+3)
1484340339_Mace of the Wrathrunner | [s] 2910 => 3126 | [h] a936a43a51 => 76af54903d | 2024-12-19 18:02:31 (UTC+3)
1484340340_Armlet of the Wrathrunner | [s] None => 2898 | [h] None => a5f3138685 | 2024-03-21 18:05:56 (UTC+3)
1484340340_Armlet of the Wrathrunner | [s] 2898 => 3114 | [h] a5f3138685 => 43cafdfcf3 | 2024-12-19 18:02:31 (UTC+3)
1484340341_Spikes of the Wrathrunner | [s] None => 2890 | [h] None => ce296915de | 2024-03-21 18:05:56 (UTC+3)
1484340341_Spikes of the Wrathrunner | [s] 2890 => 3106 | [h] ce296915de => 5a2cf8e28b | 2024-12-19 18:02:31 (UTC+3)
1484340342_Helm of the Artif Convert | [s] None => 2939 | [h] None => 305315b230 | 2024-03-21 18:05:56 (UTC+3)
1484340342_Helm of the Artif Convert | [s] 2939 => 3155 | [h] 305315b230 => 3112c3d624 | 2024-12-19 18:02:31 (UTC+3)
1484340342_Helm of the Artif Convert | [s] 3155 => 3145 | [h] 3112c3d624 => 10b4a6dcf1 | 2025-02-19 18:53:29 (UTC+3)
1484340345_Sleeves of the Artif Convert | [s] None => 2951 | [h] None => 996a3f1cf5 | 2024-03-21 18:05:56 (UTC+3)
1484340345_Sleeves of the Artif Convert | [s] 2951 => 3167 | [h] 996a3f1cf5 => e8271a50fd | 2024-12-19 18:02:31 (UTC+3)
1484340346_Belt of the Artif Convert | [s] None => 2933 | [h] None => bcf97bc2c7 | 2024-03-21 18:05:56 (UTC+3)
1484340346_Belt of the Artif Convert | [s] 2933 => 3149 | [h] bcf97bc2c7 => 89816e01d2 | 2025-01-12 11:14:02 (UTC+3)
1484340347_Pauldrons of the Artif Convert | [s] None => 2989 | [h] None => 64ddf0d1c5 | 2024-03-21 18:05:56 (UTC+3)
1484340347_Pauldrons of the Artif Convert | [s] 2989 => 3205 | [h] 64ddf0d1c5 => fec3b90c91 | 2024-12-19 18:02:31 (UTC+3)
1484340348_Scrolls of the Artif Convert | [s] None => 2938 | [h] None => 4fbd2595ce | 2024-03-21 18:05:56 (UTC+3)
1484340348_Scrolls of the Artif Convert | [s] 2938 => 3154 | [h] 4fbd2595ce => bd56023a1c | 2024-12-19 18:02:31 (UTC+3)
1484340349_Helm of the Wrathrunner | [s] None => 2896 | [h] None => 2fc598785b | 2024-03-21 18:05:56 (UTC+3)
1484340349_Helm of the Wrathrunner | [s] 2896 => 3112 | [h] 2fc598785b => fb60837e65 | 2024-12-19 18:02:31 (UTC+3)
1484340351_Mentor of the Artif Convert Loading Screen | [s] None => 1762 | [h] None => 71480a8089 | 2024-03-21 18:05:57 (UTC+3)
1484340352_Vehement Plume Loading Screen | [s] None => 1711 | [h] None => 20abd07ff1 | 2024-03-21 18:05:57 (UTC+3)
1484340354_Necklace of the Vehement Plume | [s] None => 2733 | [h] None => 4d06631da7 | 2024-03-21 18:05:56 (UTC+3)
1484340354_Necklace of the Vehement Plume | [s] 2733 => 2922 | [h] 4d06631da7 => df2468b821 | 2024-12-19 18:02:31 (UTC+3)
1484340355_Sleeves of the Vehement Plume | [s] None => 2729 | [h] None => 50c7989d6b | 2024-03-21 18:05:56 (UTC+3)
1484340355_Sleeves of the Vehement Plume | [s] 2729 => 2918 | [h] 50c7989d6b => 0004523f81 | 2024-12-19 18:02:31 (UTC+3)
1484340356_Skirt of the Vehement Plume | [s] None => 2709 | [h] None => 1c13be4bd8 | 2024-03-21 18:05:56 (UTC+3)
1484340356_Skirt of the Vehement Plume | [s] 2709 => 2898 | [h] 1c13be4bd8 => a2445a8438 | 2024-12-19 18:02:31 (UTC+3)
1484340359_Style of the Vehement Plume | [s] None => 2721 | [h] None => a9701f4be2 | 2024-03-21 18:05:56 (UTC+3)
1484340359_Style of the Vehement Plume | [s] 2721 => 2910 | [h] a9701f4be2 => 4c1cd23b54 | 2024-12-19 18:02:31 (UTC+3)
1484359577_Charge of the Wrathrunner | [s] None => 1931 | [h] None => 859c5a8bf0 | 2024-03-21 18:05:58 (UTC+3)
1484359577_Charge of the Wrathrunner | [s] 1931 => 1985 | [h] 859c5a8bf0 => 83f0756ad4 | 2024-12-19 18:02:32 (UTC+3)
1484359578_Mentor of the Artif Convert | [s] None => 1947 | [h] None => be094a55ca | 2024-03-21 18:05:58 (UTC+3)
1484359578_Mentor of the Artif Convert | [s] 1947 => 2001 | [h] be094a55ca => 74cb9cb71e | 2024-12-19 18:02:32 (UTC+3)
1484359579_Vehement Plume | [s] None => 1863 | [h] None => 1d17f5349e | 2024-03-21 18:05:58 (UTC+3)
1484359579_Vehement Plume | [s] 1863 => 1917 | [h] 1d17f5349e => 62a5bcd565 | 2024-12-19 18:02:32 (UTC+3)
1488380663_Elusive Destroyer | [s] None => 1907 | [h] None => 0fe2d1a830 | 2024-03-21 18:05:58 (UTC+3)
1488380663_Elusive Destroyer | [s] 1907 => 1961 | [h] 0fe2d1a830 => c318d588df | 2024-12-19 18:02:32 (UTC+3)
1488382572_Reckless Vigor Loading Screen | [s] None => 1739 | [h] None => 8ea7d69f5c | 2024-03-21 18:05:56 (UTC+3)
1488382574_Spear of Reckless Vigor | [s] None => 2931 | [h] None => 99d007887a | 2024-03-21 18:05:56 (UTC+3)
1488382574_Spear of Reckless Vigor | [s] 2931 => 3147 | [h] 99d007887a => 29725c396d | 2024-12-19 18:02:31 (UTC+3)
1488382575_Style of Reckless Vigor | [s] None => 2905 | [h] None => add0934520 | 2024-03-21 18:05:56 (UTC+3)
1488382575_Style of Reckless Vigor | [s] 2905 => 3121 | [h] add0934520 => 8f3d7dfc52 | 2024-12-19 18:02:31 (UTC+3)
1488382576_Blade of Reckless Vigor | [s] None => 2947 | [h] None => 64f00e2519 | 2024-03-21 18:05:56 (UTC+3)
1488382576_Blade of Reckless Vigor | [s] 2947 => 3163 | [h] 64f00e2519 => 8b7cb1bd18 | 2025-02-12 00:33:25 (UTC+3)
1488382577_Spikes of Reckless Vigor | [s] None => 2944 | [h] None => 29904b6fc3 | 2024-03-21 18:05:56 (UTC+3)
1488382577_Spikes of Reckless Vigor | [s] 2944 => 3160 | [h] 29904b6fc3 => 74c864ead1 | 2024-12-19 18:02:31 (UTC+3)
1488382578_Azurite Warden Loading Screen | [s] None => 1727 | [h] None => e0b507fcf4 | 2024-03-21 18:05:57 (UTC+3)
1488382579_Horn of the Azurite Warden | [s] None => 2933 | [h] None => 0bec5ea966 | 2024-03-21 18:05:56 (UTC+3)
1488382579_Horn of the Azurite Warden | [s] 2933 => 3149 | [h] 0bec5ea966 => 92be8377bd | 2025-01-04 05:35:47 (UTC+3)
1488382580_Halberd of the Azurite Warden | [s] None => 2949 | [h] None => eaea41f7e5 | 2024-03-21 18:05:56 (UTC+3)
1488382580_Halberd of the Azurite Warden | [s] 2949 => 3165 | [h] eaea41f7e5 => 20497c8248 | 2025-01-06 11:34:14 (UTC+3)
1488382581_Helm of the Azurite Warden | [s] None => 2933 | [h] None => 898feb1f88 | 2024-03-21 18:05:56 (UTC+3)
1488382581_Helm of the Azurite Warden | [s] 2933 => 3149 | [h] 898feb1f88 => 1309cd1e09 | 2024-12-19 18:02:31 (UTC+3)
1488382582_Bracers of the Azurite Warden | [s] None => 2939 | [h] None => f8b4abe0b7 | 2024-03-21 18:05:56 (UTC+3)
1488382582_Bracers of the Azurite Warden | [s] 2939 => 3155 | [h] f8b4abe0b7 => 7f8c6259a3 | 2024-12-19 18:02:31 (UTC+3)
1488382584_Gelid Touch Loading Screen | [s] None => 1698 | [h] None => 38ecfa686b | 2024-03-21 18:05:57 (UTC+3)
1488382587_Colar of the Gelid Touch | [s] None => 3042 | [h] None => 217a375c8e | 2024-03-21 18:05:56 (UTC+3)
1488382587_Colar of the Gelid Touch | [s] 3042 => 3285 | [h] 217a375c8e => 9df511441a | 2024-12-19 18:02:31 (UTC+3)
1488382590_Bracers of the Gelid Touch | [s] None => 3031 | [h] None => bb0fa74110 | 2024-03-21 18:05:56 (UTC+3)
1488382590_Bracers of the Gelid Touch | [s] 3031 => 3274 | [h] bb0fa74110 => 1f2d3b51e7 | 2024-12-19 18:02:31 (UTC+3)
1488382590_Bracers of the Gelid Touch | [s] 3274 => 3262 | [h] 1f2d3b51e7 => 9cd466d74e | 2025-02-19 11:56:30 (UTC+3)
1488382591_Tail of the Gelid Touch | [s] None => 3019 | [h] None => 0655c9edec | 2024-03-21 18:05:56 (UTC+3)
1488382591_Tail of the Gelid Touch | [s] 3019 => 3262 | [h] 0655c9edec => 687a2201fe | 2024-12-19 18:02:31 (UTC+3)
1488382594_Dagger of the Gelid Touch | [s] None => 3041 | [h] None => 829a1be83c | 2024-03-21 18:05:56 (UTC+3)
1488382594_Dagger of the Gelid Touch | [s] 3041 => 3284 | [h] 829a1be83c => f64adade37 | 2024-12-19 18:02:31 (UTC+3)
1488382596_Katar of the Gelid Touch | [s] None => 3054 | [h] None => eab378de2e | 2024-03-21 18:05:56 (UTC+3)
1488382596_Katar of the Gelid Touch | [s] 3054 => 3297 | [h] eab378de2e => a76fb272bf | 2024-12-19 18:02:31 (UTC+3)
1488382598_Elusive Destroyer Loading Screen | [s] None => 1732 | [h] None => ef691a31c9 | 2024-03-21 18:05:57 (UTC+3)
1488382599_Armor of the Elusive Destroyer | [s] None => 2987 | [h] None => c54ddab995 | 2024-03-21 18:05:56 (UTC+3)
1488382599_Armor of the Elusive Destroyer | [s] 2987 => 3203 | [h] c54ddab995 => eacd64b0a4 | 2024-12-19 18:02:31 (UTC+3)
1488382600_Skull of the Elusive Destroyer | [s] None => 2969 | [h] None => d94c005a64 | 2024-03-21 18:05:56 (UTC+3)
1488382600_Skull of the Elusive Destroyer | [s] 2969 => 3185 | [h] d94c005a64 => a15a1030c0 | 2024-12-19 18:02:31 (UTC+3)
1488382601_Legs of the Elusive Destroyer | [s] None => 2953 | [h] None => 342a1cfe91 | 2024-03-21 18:05:56 (UTC+3)
1488382601_Legs of the Elusive Destroyer | [s] 2953 => 3169 | [h] 342a1cfe91 => fcd9c7c410 | 2024-12-19 18:02:31 (UTC+3)
1488382602_Tail of the Elusive Destroyer | [s] None => 2941 | [h] None => 1a96035f07 | 2024-03-21 18:05:56 (UTC+3)
1488382602_Tail of the Elusive Destroyer | [s] 2941 => 3157 | [h] 1a96035f07 => 58f1c5b23b | 2024-12-19 18:02:31 (UTC+3)
1488382603_Claws of the Elusive Destroyer | [s] None => 2951 | [h] None => 2ce72578de | 2024-03-21 18:05:56 (UTC+3)
1488382603_Claws of the Elusive Destroyer | [s] 2951 => 3167 | [h] 2ce72578de => 14f8b03e4d | 2024-12-19 18:02:31 (UTC+3)
1488382604_Armlet of Reckless Vigor | [s] None => 2921 | [h] None => fd275d9515 | 2024-03-21 18:05:56 (UTC+3)
1488382604_Armlet of Reckless Vigor | [s] 2921 => 3137 | [h] fd275d9515 => 5b7ecdffc1 | 2024-12-19 18:02:31 (UTC+3)
1488382605_Goatee of the Gelid Touch | [s] None => 3020 | [h] None => 5df541d229 | 2024-03-21 18:05:56 (UTC+3)
